hip,ra,dec,Vmag,plx,period,SpType,main_id,NAME,rgb,otype_txt,oid,temp
112408,341.51964966,-55.06359966,6.62,5.42,,K2/K3III,HD 215424,,"rgb(255,216,179)",*,3355793,4330
112414,341.53347444,-48.97882254,6.63,25.88,,F9V,HD 215456,,"rgb(255,241,234)",PM*,11589399,5830
112417,341.54259215,44.54605449,5.84,18.79,,F0III-IV,HD 215664,,"rgb(242,241,254)",dS*,4451,7112
112420,341.55925359,-11.16630648,6.67,2.13,,M0,V* LQ Aqr,,"rgb(253,196,140)",LP*,1312045,3562
112428,341.5877656,46.21508242,6.55,3.54,,K5,HD 215705,,"rgb(254,202,152)",*,4887,3778
112432,341.61788951,-49.68578992,6.49,4.29,,K0III-IV,HD 215504,,"rgb(255,217,182)",PM*,3371203,4384
112433,341.61927573,7.58293197,6.91,7.18,,F2,HD 215638,,"rgb(249,243,248)",PM*,1411365,6585
112434,341.62329956,54.87209122,6.85,4.02,,A0,HD 215757,,"rgb(209,222,255)",*,101735,9349
112440,341.63282775,23.56565397,3.97,8.26,,G8II-III,* lam Peg,,"rgb(255,222,190)",PM*,1480470,4580
112447,341.67325244,12.17288788,4.2,61.54,,F7V,* ksi Peg,,"rgb(251,243,245)",PM*,1430030,6379
112449,341.68199913,-46.93944582,6.56,13.51,,A5,HD 215545,,"rgb(238,240,255)",PM*,3371532,7374
112472,341.72670127,-33.18247517,6.81,6.15,,G8/K0III,HD 215616,,"rgb(255,226,200)",*,1206354,4810
112492,341.78798334,-41.69184637,6.84,4.31,,K3III,HD 215627,,"rgb(254,212,172)",*,11589822,4168
112500,341.82868023,53.381806,6.85,6.92,,A2,HD 215869,,"rgb(221,230,255)",**,77855,8435
112501,341.82984054,-34.16172167,6.28,10.18,,K1III,HD 215669,,"rgb(255,218,183)",PM*,1206374,4419
112505,341.84031938,14.12312019,6.95,5.84,,K2,HD 215762,,"rgb(254,213,173)",*,1446489,4199
112508,341.84682788,58.48303104,6.33,3.41,,B9.5IV,HD 215907,,"rgb(203,219,254)",*,123763,9918
112512,341.85489571,-17.55075619,6.8,21.59,,F6V,HD 215709,,"rgb(251,243,245)",PM*,1293537,6388
112519,341.87109651,83.15383033,4.77,10.06,,K3III,HD 216446,,"rgb(254,213,173)",PM*,290451,4199
112525,341.88460997,-69.47450272,6.86,7.79,,A7IV,HD 215505,,"rgb(237,239,255)",**,3321062,7411
112529,341.88801764,-19.61337502,5.24,12.26,,G8III,*  68 Aqr,,"rgb(255,228,203)",PM*,1284581,4889
112533,341.89859357,-65.56025217,6.49,5.15,,K1III,HD 215562,,"rgb(255,215,178)",*,3321672,4293
112542,341.92820178,-14.05642835,5.68,12.55,,B9V,* tau01 Aqr,,"rgb(200,216,253)",*,1302323,10329
112554,341.94645326,-38.22210305,6.72,14.75,,F6V,HD 215724,,"rgb(250,243,247)",PM*,1165459,6481
112559,341.95908754,-4.22903281,6.67,31.94,,G5V,HD 215812,,"rgb(255,240,232)",**,1352941,5763
112562,341.97058948,65.06216572,6.87,1.54,1.77,B0.5V:nn,V* AH Cep,,"rgb(231,236,255)",EB*,201864,7851
112567,341.98417501,-25.91202804,6.31,6.31,,G8III,HD 215782,,"rgb(255,229,206)",PM*,1254282,4961
112585,342.03349835,49.58270548,6.81,4.38,,M3III,HD 215953,,"rgb(254,200,148)",V*,40462,3706
112590,342.04598204,37.41668797,5.82,8.96,,G8III:,HD 215943,,"rgb(255,224,195)",PM*,1542107,4685
112603,342.08910406,-61.68436401,6.36,8.29,,K0III,HD 215682,,"rgb(255,222,191)",PM*,11586557,4605
112612,342.11741623,-27.56435735,6.83,5.35,,G8III/IV,HD 215852,,"rgb(255,229,205)",PM*,1234777,4948
112615,342.12587374,-10.55547823,6.19,8.64,,A9III-IV,*  70 Aqr,,"rgb(234,238,255)",dS*,1323636,7631
112623,342.13874318,-51.31686379,3.49,25.16,,A3V,* eps Gru,,"rgb(211,224,255)",SB*,3356243,9195
112635,342.18440608,62.9384106,6.07,5.1,,K0,HD 216102,,"rgb(255,216,179)",PM*,159756,4320
112641,342.19957185,54.41489198,6.14,5.42,,B5Vn,HD 216057,,"rgb(194,213,254)",Be*,77814,11294
112655,342.23032405,-63.71840382,6.51,3.11,,B9.5V,HD 215769,,"rgb(197,214,253)",*,3336904,10752
112670,342.2536151,68.57022771,6.19,16.01,,F5,HD 216172,,"rgb(248,243,250)",**,221265,6674
112693,342.32152122,-23.09254715,6.93,5.51,,K3III,HD 215981,,"rgb(254,210,168)",*,1274474,4093
112694,342.32279515,-70.34798192,6.35,9.98,,A2V,HD 215729,,"rgb(209,223,255)",*,3321099,9317
112697,342.32319438,50.97670692,6.75,15.03,,G0,HD 216106,,"rgb(253,242,241)",PM*,41814,6162
112714,342.38392007,10.47861582,6.55,14.57,,F0IV-V,HD 216048,,"rgb(236,238,255)",PM*,1420137,7532
112716,342.39792615,-13.59263187,4.05,8.58,,K5III,* tau Aqr,,"rgb(253,199,147)",*,1302317,3691
112717,342.40090557,66.55386647,7.0,4.03,,B6Vn+...,HD 216227,,"rgb(206,220,254)",**,221233,9674
112721,342.41638361,80.36772634,7.0,5.13,,K0,HD 216508,,"rgb(255,223,194)",*,278252,4667
112725,342.42132957,-77.0510544,6.73,9.81,,A7V,HD 215631,,"rgb(214,226,255)",PM*,11585742,8941
112724,342.42006922,66.2004077,3.5,28.27,,K0III,* iot Cep,,"rgb(255,222,192)",PM*,201662,4618
112731,342.44298077,55.90277673,5.43,8.78,,K1III,HD 216174,,"rgb(255,217,181)",PM*,101863,4374
112746,342.49675647,-32.80545715,6.34,14.29,,F0V,HD 216042,,"rgb(238,240,255)",**,1206361,7355
112748,342.50080334,24.60157928,3.51,27.95,,M2III,* mu. Peg,Sadalbari,"rgb(255,228,204)",PM*,1489446,4909
112761,342.54205935,50.67691716,6.23,1.99,,G4Ib,HD 216206,,"rgb(255,219,185)",*,41817,4452
112778,342.59072879,41.9533937,5.91,3.0,10.08,B3IV:var,*  14 Lac,,"rgb(208,222,254)",EB*,1586348,9412
112781,342.59506056,-80.12384547,5.32,7.35,1.77,B6IV,* ksi Oct,,"rgb(190,211,254)",Pu*,3305021,12029
112803,342.66307141,19.14119562,6.52,6.27,,K0,HD 216201,,"rgb(255,220,187)",PM*,1471626,4506
112832,342.7589976,-39.15683359,5.43,2.95,,K3III,HD 216149,,"rgb(254,204,157)",*,1165467,3879
112833,342.76263737,85.37373901,5.89,7.14,,K5,HD 217157,,"rgb(254,209,166)",PM*,302572,4051
112850,342.80549189,48.73324107,6.88,2.67,,B9,HD 216321,,"rgb(194,213,254)",*,18800,11184
112862,342.83724717,-29.53630903,5.99,8.8,,G8/K0III,*  21 PsA,,"rgb(255,230,206)",*,1234708,4977
112864,342.8442826,61.69674047,5.61,14.34,,G2IV+...,HD 216380,,"rgb(255,236,220)",**,159820,5357
112871,342.86107313,26.39101821,6.94,6.89,,A3,HD 216285,,"rgb(229,235,255)",**,1489214,7959
112876,342.87278648,62.97218136,6.65,12.1,,G5,HD 216425,,"rgb(255,236,221)",PM*,159762,5407
112895,342.93729792,-59.88135857,6.47,9.13,,K1IIICN...,HD 216169,,"rgb(255,219,185)",*,3337518,4446
112917,343.00847896,43.31241729,4.95,9.99,,M0III,*  15 Lac,,"rgb(254,200,148)",PM*,1586277,3706
112924,343.04172418,-63.18866712,6.14,8.13,,K0III,HD 216187,,"rgb(255,224,195)",**,3321933,4683
112932,343.0861819,10.41435701,6.86,17.1,,F5,HD 216384,,"rgb(245,242,252)",PM*,1420142,6890
112935,343.10031448,9.83566452,5.16,37.25,,F7IV,* sig Peg,,"rgb(250,243,246)",PM*,1420306,6448
112948,343.13139485,-32.87550403,4.46,14.67,,A0III,* gam PsA,,"rgb(198,215,253)",*,1206571,10611
112950,343.13697266,3.55223118,6.64,3.65,,A0,HD 216400,,"rgb(222,231,255)",*,1401256,8394
112958,343.14853961,-19.03796326,6.99,13.32,,F6V,HD 216357,,"rgb(250,243,246)",PM*,1284802,6411
112961,343.15364976,-7.57959928,3.73,8.33,,M2IIIvar,* lam Aqr,,"rgb(253,197,143)",LP*,1342990,3613
112970,343.1761687,67.99016562,6.98,17.27,,F2,HD 216606,,"rgb(246,243,251)",**,221284,6775
112974,343.19380509,-10.05886787,6.74,25.59,,F8,HD 216402,,"rgb(252,243,243)",PM*,1324128,6282
112981,343.20566044,46.54841049,6.82,4.38,,B9,HD 216511,,"rgb(198,215,253)",*,4781,10556
112986,343.21770379,50.41228499,6.46,4.12,,B8V,HD 216523,,"rgb(197,214,253)",*,41608,10752
112987,343.22601403,38.61601198,6.93,-0.08,,M0,HD 216512,,"rgb(253,194,136)",V*,1553480,3495
112997,343.25944136,16.841194,5.86,10.33,,K1III SB,V* IM Peg,,"rgb(255,219,185)",RS*,1459764,4446
112998,343.26576937,60.10102871,6.01,2.51,,K2V:,HD 216595,,"rgb(253,193,134)",*,123690,3454
113009,343.29740462,40.1673615,6.33,2.57,,B7III-IV,HD 216538,,"rgb(194,213,254)",Pu*,1553476,11153
113018,343.31461895,-45.14771677,6.85,7.28,,K0III,HD 216406,,"rgb(255,220,187)",PM*,3371744,4506
113028,343.3648065,-5.98804339,6.94,9.19,,A2,HD 216503,,"rgb(240,240,255)",PM*,1342951,7240
113031,343.36960354,-11.61651418,5.8,4.96,,B8IV/V,*  74 Aqr,,"rgb(194,213,254)",a2*,1312382,11278
113044,343.40804766,-48.59828565,6.03,30.04,,G3IV,* tau01 Gru,,"rgb(255,241,235)",PM*,3371438,5886
113048,343.41731794,44.74916327,5.79,19.22,,A3m,HD 216608,,"rgb(235,238,255)",**,4803,7578
113064,343.46732127,1.84314571,6.81,1.92,,K5,HD 216565,,"rgb(253,197,142)",*,1384317,3601
113080,343.52353765,-19.17514904,6.37,6.78,,K5III,HD 216553,,"rgb(254,201,151)",PM*,1284803,3771
113084,343.5291047,40.3769066,5.82,9.63,,K0III,HD 216646,,"rgb(255,218,184)",PM*,1553475,4438
113085,343.52968001,-12.1904216,6.86,4.1,,K2/K3III,*  75 Aqr,,"rgb(254,207,162)",PM*,1312386,3973
113102,343.57150619,56.33299827,6.85,5.17,,G8III,HD 216730,,"rgb(255,229,205)",*,102562,4932
113105,343.57536323,17.7949957,6.6,6.51,,K0,HD 216635,,"rgb(255,225,197)",*,1459736,4740
113116,343.60403032,84.34617662,4.7,8.35,,K4III,HD 217382,,"rgb(254,205,159)",PM*,302481,3921
113127,343.64217325,-7.20462576,6.2,5.35,,K3III,*  78 Aqr,,"rgb(254,211,171)",*,1342957,4150
113131,343.64844668,16.94183368,6.39,3.37,,"S5,1",V* HR Peg,,"rgb(253,193,135)",S*,1459746,3478
113136,343.66255214,-15.82082024,3.27,20.44,,A3V,* del Aqr,Skat,"rgb(209,222,254)",PM*,1302503,9370
113137,343.6645135,-70.07370875,6.04,37.71,,G4IV-V,* rho Ind,,"rgb(255,240,231)",PM*,3321327,5742
113148,343.68945382,-16.27195737,5.53,23.27,,K1III,*  77 Aqr,,"rgb(255,220,187)",PM*,1293760,4491
113159,343.72825382,-22.36895114,6.76,24.67,,F7V,HD 216664,,"rgb(249,243,248)",PM*,1274636,6532
113167,343.74785823,1.06490449,6.11,10.61,,A7III,*   1 Psc,,"rgb(225,232,255)",*,1384320,8225
113174,343.76103611,37.07682727,5.91,24.24,,F5II,HD 216756,,"rgb(245,242,252)",PM*,1542400,6896
113184,343.79567219,-4.98789888,5.72,11.13,,K0III-IV,HD 216718,,"rgb(255,231,209)",**,1353106,5047
113186,343.80696948,8.81616592,4.91,11.55,,A1V,* rho Peg,,"rgb(201,217,253)",PM*,1420381,10162
113189,343.81209991,-36.38857905,6.4,4.51,,K2III,HD 216666,,"rgb(254,210,168)",*,11589944,4098
113190,343.81664586,-48.49175079,6.67,21.47,,F7V:,* tau02 Gru,,"rgb(249,243,248)",**,3356461,6585
113204,343.87748139,-20.1394036,6.36,4.69,,K4/K5III,HD 216727,,"rgb(254,205,158)",*,1284842,3903
113222,343.93544836,36.3513899,5.73,3.9,,B7III,HD 216831,,"rgb(196,214,253)",*,1542421,10809
113227,343.94592821,44.30823785,6.81,5.74,,K0,HD 216850,,"rgb(255,232,212)",*,4829,5134
113234,343.96472076,-31.63323133,6.09,3.44,,K3III,HD 216761,,"rgb(254,208,164)",*,1221243,4020
113240,343.97657285,-41.09675501,6.72,8.07,,K1III,HD 216742,,"rgb(255,224,196)",PM*,1148104,4711
113246,343.9870813,-32.53962827,4.2,19.14,,G8III,* del PsA,,"rgb(255,227,202)",*,1221189,4861
113249,343.99325074,62.43227491,6.53,2.77,,K5,HD 216945,,"rgb(253,190,128)",*,161331,3368
113281,344.0984592,41.60387594,5.6,2.71,0.17,B2IV,*  16 Lac,,"rgb(188,209,255)",bC*,1586669,12468
113283,344.10022048,-31.56556726,6.48,130.94,,K4Vp,V* TW PsA,,"rgb(255,220,188)",BY*,1221244,4527
113288,344.10832803,49.73354396,4.99,1.74,,K5Ibvar,V* V424 Lac,,"rgb(253,191,132)",LP*,41712,3418
113307,344.19916346,-47.96922144,5.72,11.98,,Am...,* tau03 Gru,,"rgb(229,235,255)",*,3356462,7967
113311,344.21445256,11.84833675,6.53,12.26,,A3Vs,HD 216900,,"rgb(222,231,255)",**,1430365,8402
113327,344.26875958,48.68406797,5.34,2.97,,B4IIIpe,HD 217050,,"rgb(192,212,254)",Be*,11672545,11606
113331,344.27857391,-3.24521559,6.6,11.76,,A0,HD 216931,,"rgb(228,234,255)",*,1353095,8026
113345,344.32164841,-4.81009477,6.31,7.9,,G9III,HD 216953,,"rgb(255,228,202)",*,1353107,4871
113354,344.35712799,43.01281926,6.64,5.71,,K5,HD 217073,,"rgb(253,199,147)",*,1586624,3692
113357,344.36658526,20.76883227,5.45,65.1,,G5V,*  51 Peg,,"rgb(255,240,231)",PM*,1472090,5720
113360,344.38668438,3.81024148,6.28,7.08,,K1III,HD 217019,,"rgb(255,219,186)",PM*,1401314,4467
113368,344.41269372,-29.62223615,1.17,130.08,,A3V,* alf PsA,Fomalhaut,"rgb(219,229,255)",**,1235748,8614
113371,344.419744,39.30877675,6.17,2.39,,B2IV-V,HD 217101,,"rgb(188,210,255)",*,1553519,12448
113387,344.45029474,73.13350358,6.54,6.19,,K0,HD 217295,,"rgb(255,222,191)",*,252476,4587
113402,344.49764473,-59.08949986,6.7,13.75,0.69,F2IV,V* EE Tuc,,"rgb(241,241,255)",gD*,11588985,7193
113421,344.56475554,-2.39538507,6.17,50.71,,G8IV,HD 217107,,"rgb(255,237,223)",**,1365180,5455
113433,344.59858942,-1.41020888,6.38,10.28,,F0V,HD 217131,,"rgb(242,241,254)",PM*,1364934,7066
113445,344.64617352,9.35685867,6.43,32.32,,G2V+...,HD 217166,,"rgb(255,241,233)",**,1420495,5815
113447,344.64586141,-35.52323126,6.15,12.86,,F7V,HD 217096,,"rgb(254,242,239)",PM*,1206554,6038
113465,344.67760859,7.3400744,6.35,10.41,,A1V,HD 217186,,"rgb(207,221,254)",PM*,1411575,9519
113498,344.78752384,59.81465465,6.46,2.82,,B9III,HD 217348,,"rgb(203,218,254)",*,123700,9977
113501,344.79308785,52.65452968,6.31,4.85,,K2,HD 217314,,"rgb(254,206,160)",*,77881,3927
113503,344.79922339,11.72884358,5.76,12.26,,A7V,* 52 Peg,,"rgb(236,239,255)",**,1430382,7506
113505,344.80352025,52.30298334,6.98,0.34,,B9,HD 217315,,"rgb(198,215,253)",*,41590,10583
113521,344.86439619,0.96292709,5.43,11.63,,K1III:,*   2 Psc,,"rgb(255,226,199)",PM*,1384394,4786
113531,344.89863884,-13.07089513,6.12,4.97,,K3/K4III,HD 217251,,"rgb(254,204,156)",*,1312446,3856
113532,344.89899254,-29.462311,5.51,8.9,0.12,F0V,V* WX PsA,,"rgb(234,237,255)",dS*,11590776,7651
113561,345.02125312,56.9453738,5.1,-0.15,,G0Ia,V* V509 Cas,,"rgb(255,224,196)",LP*,102541,4716
113562,345.0241198,-25.16418002,5.66,4.62,,K0IICNIII,HD 217303,,"rgb(255,213,174)",PM*,1254488,4207
113583,345.08311753,-8.88052905,6.81,10.43,,F2,HD 217376,,"rgb(247,243,250)",*,1324172,6734
113593,345.10266524,-25.62684656,6.3,7.61,,K1III,HD 217358,,"rgb(255,219,185)",PM*,1254499,4463
113601,345.13489854,13.4685933,6.7,4.52,,K2,HD 217427,,"rgb(255,215,178)",*,1430358,4312
113603,345.14330595,45.3748076,6.51,2.06,,A3V,HD 217491,,"rgb(237,239,255)",*,4824,7468
113610,345.15794795,0.18586574,6.22,5.1,,G4III,*   3 Psc,,"rgb(255,230,208)",*,1384293,5017
113621,345.17673438,31.08296443,6.6,5.74,,B9p...,HD 217477,,"rgb(197,215,253)",**,1509805,10653
113622,345.178752,3.01180506,5.85,5.96,,K4III,HD 217459,,"rgb(254,209,166)",PM*,1401329,4046
113638,345.2200484,-52.754137,4.11,28.99,,G8III,* zet Gru,,"rgb(255,227,201)",PM*,3337921,4840
113640,345.22811984,38.70784392,6.57,3.66,,B3Vp,HD 217543,,"rgb(191,211,254)",Be*,1553531,11849
113657,345.28157612,-50.95002843,5.68,6.78,,K3III,HD 217403,,"rgb(254,206,160)",PM*,3356266,3932
113664,345.31198979,80.78179088,6.68,7.26,,A3,HD 217992,,"rgb(230,236,255)",**,278559,7858
113669,345.33077674,-28.85396037,5.55,5.58,,K3III,HD 217484,,"rgb(254,208,165)",PM*,1235244,4035
113673,345.34601946,-22.79089133,6.27,9.97,,A2V,HD 217498,,"rgb(216,227,255)",*,1274686,8783
113674,345.34850661,-7.06115263,6.23,7.79,,K5III,*  81 Aqr,,"rgb(254,205,159)",*,1343029,3921
113684,345.37797731,57.10545766,6.24,2.76,,K2II,HD 217673,,"rgb(254,202,153)",*,102544,3795
113686,345.38212585,-4.71146131,5.94,1.23,,K0,HD 217563,,"rgb(255,225,198)",*,1353113,4762
113705,345.43158804,3.53091001,6.44,5.71,,G5,HD 217590,,"rgb(255,226,200)",PM*,1401331,4815
113719,345.46439369,34.61253961,6.74,12.46,,F0,HD 217649,,"rgb(245,242,252)",*,1528830,6890
113725,345.47944344,-63.08549943,6.88,5.38,,K3III,HD 217453,,"rgb(254,208,165)",*,11586538,4030
113726,345.48026764,42.32597924,3.62,4.71,,B6pv SB,* omi And,,"rgb(192,212,254)",Be*,1586709,11556
113750,345.54718803,44.57285832,6.43,9.08,,K0,HD 217731,,"rgb(255,227,201)",*,4836,4843
113766,345.58772279,23.34050308,6.84,5.43,,A0,HD 217715,,"rgb(209,222,254)",*,1480733,9391
113772,345.60489607,59.85268159,7.0,2.53,,B3V,HD 217817,,"rgb(200,216,253)",V*,125946,10316
113781,345.63565244,-6.57400853,6.18,2.63,,M2III,*  82 Aqr,,"rgb(253,198,146)",V*,1343031,3662
113783,345.63906519,31.78159642,6.56,8.54,,F2IV,HD 217754,,"rgb(240,241,255)",*,1509798,7204
113784,345.64208268,-36.42088042,6.46,7.85,,K1III,HD 217642,,"rgb(255,228,203)",**,1191395,4896
113787,345.64655649,16.23243087,6.56,1.2,,F0III,HD 217732,,"rgb(255,215,178)",*,1446810,4296
113788,345.65158819,42.75779461,5.09,9.33,,A3Vn,* 2 And,,"rgb(212,225,255)",**,1586642,9086
113792,345.65747971,-18.54170318,6.78,11.75,,A2/A3V,HD 217684,,"rgb(255,225,197)",**,1293825,4742
113793,345.66275965,63.34084559,6.85,4.45,,K0,HD 217872,,"rgb(254,210,169)",*,160471,4105
113797,345.68290238,55.23638294,6.51,4.51,5.39,B9III He wk,HD 217833,,"rgb(194,213,254)",a2*,78615,11231
113801,345.68438225,-20.8707117,5.97,13.01,,K0III,HD 217703,,"rgb(255,228,203)",PM*,1284863,4876
113802,345.68812236,44.05875048,6.37,2.77,,B2V,V* LN And,,"rgb(199,216,253)",bC*,1586613,10381
113821,345.73662976,-47.84832401,6.64,5.32,,B9V,HD 217670,,"rgb(197,214,253)",*,3356486,10737
113829,345.77073618,20.91857477,6.65,41.19,,G5V,HD 217813,,"rgb(254,241,235)",BY*,1471863,5890
113852,345.83910427,58.5638542,6.43,11.39,,G8IV,HD 217944,,"rgb(255,230,207)",**,123777,5001
113853,345.84881432,60.44540889,6.74,1.69,4.18,B2V,HD 217943,,"rgb(197,215,253)",Pu*,125463,10709
113860,345.87423393,-34.74941192,5.12,34.98,,A9V,* pi. PsA,,"rgb(237,239,255)",Ce*,1206645,7430
113864,345.88701295,67.20920976,5.25,8.48,,K3III,HD 218029,,"rgb(255,213,174)",*,221314,4216
113872,345.90891856,-26.81329447,6.82,2.91,,M1III,HD 217825,,"rgb(253,197,142)",V*,1254521,3601
113877,345.92716642,-40.81704046,6.85,2.24,,M1III,HD 217807,,"rgb(253,197,143)",V*,1167461,3616
113878,345.93434754,-30.44484727,6.78,5.67,,K0III,HD 217826,,"rgb(255,228,203)",*,1221242,4894
113881,345.94357301,28.08278909,2.44,16.37,,M2II-IIIvar,* bet Peg,Scheat,"rgb(253,196,141)",LP*,1500441,3574
113889,345.96922513,3.82004536,4.48,6.62,,B6Ve,* bet Psc,Fumalsamakah,"rgb(191,211,254)",Be*,1401500,11831
113896,345.98863679,-4.79486122,6.68,32.5,,F8V,HD 217877,,"rgb(254,242,239)",PM*,1353297,6042
113902,345.99849674,-41.478896,5.79,10.84,,K0III,HD 217842,,"rgb(255,222,191)",PM*,11589804,4582
113904,346.00324334,6.61633825,6.42,12.01,,F2V,HD 217926,,"rgb(246,243,251)",*,1411817,6790
113919,346.04576333,50.0520906,4.64,18.2,,K0III,* 3 And,,"rgb(255,222,192)",PM*,41671,4607
113947,346.13604936,63.2406709,6.63,6.03,,K0,HD 218139,,"rgb(255,224,195)",*,160475,4683
113952,346.15175017,31.3074597,6.77,14.6,,F4II,HD 218043,,"rgb(245,242,252)",PM*,1510218,6890
113957,346.16511402,-53.96490515,5.37,8.36,,K5III,* kap Gru,,"rgb(254,204,156)",PM*,3337963,3865
113963,346.19022409,15.20526442,2.49,23.36,,B9.5III,* alf Peg,Markab,"rgb(201,217,253)",PM*,1447433,10150
113967,346.20912621,-27.13605824,6.97,9.72,,A3III,HD 218003,,"rgb(228,234,255)",*,1254715,8003
113969,346.21758641,-68.82022566,5.53,18.08,,F4III,HD 217831,,"rgb(245,242,252)",PM*,3305909,6906
113975,346.23053558,56.69057808,6.81,3.28,,A0,HD 218151,,"rgb(207,221,254)",*,102584,9519
113993,346.27642068,58.73241611,6.91,3.75,,G8III,HD 218187,,"rgb(255,219,186)",*,125962,4467
113994,346.27618296,16.5628369,6.43,24.78,,G8IV,HD 218101,,"rgb(255,231,209)",PM*,1460146,5034
113996,346.29078154,-7.69380135,5.44,17.31,,F2V,*  83 Aqr,,"rgb(238,240,255)",**,1343257,7386
113998,346.30355417,-17.07925022,6.15,5.91,,K4III,HD 218061,,"rgb(254,208,163)",PM*,1293984,4000
114005,346.32346971,1.30712743,6.39,7.98,,G9III,HD 218103,,"rgb(255,229,204)",*,1384726,4922
114010,346.34225645,-16.89842651,6.86,6.93,,K0III,HD 218071,,"rgb(255,228,204)",PM*,1293986,4914
114031,346.38767434,14.95905841,6.8,8.09,,A0,HD 218155,,"rgb(202,218,253)",V*,1447434,10051
114054,346.46887836,-7.9367124,6.71,5.96,,A0,*  85 Aqr,,"rgb(200,217,253)",*,1343219,10238
114074,346.55108009,36.82025646,6.76,3.25,,K0,HD 218259,,"rgb(255,217,183)",*,1542710,4401
114078,346.56948392,75.58140635,6.81,2.05,,B9,HD 218466,,"rgb(204,219,254)",*,265297,9812
114081,346.57558426,18.51776541,6.16,23.16,,F6Vs,HD 218235,,"rgb(250,243,247)",PM*,1460195,6471
114092,346.6190331,61.44012568,6.75,8.85,,F5V,HD 218375,,"rgb(250,243,247)",*,160550,6495
114096,346.63285586,19.91085285,6.44,35.32,,F7V,HD 218261,,"rgb(252,243,242)",PM*,1472165,6195
114104,346.65340667,59.41975995,4.84,2.95,,B0.5IV,*   1 Cas,,"rgb(196,214,253)",*,125562,10941
114119,346.67018938,-23.74311551,4.48,17.32,,G8III,* c01 Aqr,,"rgb(255,230,208)",**,1274976,5017
114131,346.71970652,-43.52035834,4.28,24.51,,F5me...,* tet Gru,,"rgb(246,243,251)",**,1148648,6760
114132,346.72343754,-38.89229267,5.62,11.09,,A0V,* ups Gru,,"rgb(202,218,253)",**,1168415,10051
114139,346.74155965,-30.04814397,6.57,14.6,,F5IV/V,HD 218283,,"rgb(247,243,250)",*,1235773,6699
114144,346.7510826,9.40949158,4.54,10.13,,M2III,*  55 Peg,,"rgb(254,200,148)",V*,1420695,3706
114148,346.76115106,3.05224261,6.98,7.36,,K0,HD 218330,,"rgb(255,221,190)",*,1401574,4560
114152,346.77096746,35.63649124,6.38,5.11,,K0,HD 218365,,"rgb(255,217,182)",PM*,1529085,4392
114155,346.77808067,25.46825863,4.76,6.07,,K0IIp,*  56 Peg,,"rgb(254,211,171)",SB*,1489922,4148
114159,346.78933563,-49.60613491,6.33,2.5,,K4III,HD 218255,,"rgb(254,204,157)",*,3338298,3867
114162,346.79189486,52.81660071,6.12,7.7,,K0III,HD 218416,,"rgb(255,222,191)",*,78496,4603
114163,346.79355275,59.72739405,6.41,2.44,,B2.5IV,HD 218440,,"rgb(198,215,253)",SB*,125563,10515
114167,346.81155017,-50.68668135,5.81,25.15,,F6.5IV-V+..,HD 218269,,"rgb(250,243,246)",*,3338128,6453
114174,346.82499998,46.06814927,6.66,1.65,,B2V,HD 218407,,"rgb(196,214,253)",EB*,5163,10926
114183,346.85627324,20.58162622,6.73,6.02,,K0,HD 218381,,"rgb(255,224,196)",*,1472159,4711
114187,346.86551793,32.82534506,6.13,6.64,,A3,HD 218395,,"rgb(218,228,255)",EB*,1510237,8685
114189,346.8696459,21.13425059,5.97,25.04,0.52,A5V,HD 218396,,"rgb(232,237,255)",El*,1472149,7732
114200,346.91361488,46.38723089,5.3,9.54,,K5III,*   4 And,,"rgb(254,206,160)",*,5148,3935
114210,346.93910045,49.29577594,5.68,29.33,,F5V,* 5 And,,"rgb(248,243,249)",PM*,19994,6629
114212,346.94894189,63.63346584,6.25,2.67,,B3V,HD 218537,,"rgb(199,216,253)",**,160479,10448
114222,346.97438076,75.38749619,4.41,14.83,,G2III,* pi. Cep,,"rgb(255,234,217)",SB*,252419,5274
114227,346.98836274,64.22253251,6.21,3.06,,K0,HD 218560,,"rgb(255,221,189)",*,201622,4549
114237,347.05173687,44.56184825,6.51,5.76,,A2IV,HD 218525,,"rgb(222,230,255)",*,5187,8419
114254,347.08778156,-28.8236966,5.6,11.42,,G8III,HD 218434,,"rgb(255,231,209)",**,1235823,5045
114258,347.0993316,-79.48068866,6.11,13.44,,A7Vn,HD 218108,,"rgb(219,229,255)",PM*,3291622,8614
114268,347.14831828,-73.58611636,6.18,5.37,,K3III,HD 218288,,"rgb(254,205,159)",*,3305366,3919
114273,347.170506,2.12788289,5.42,11.64,,G8IV,* 5 Psc,,"rgb(255,229,206)",PM*,1384766,4975
114291,347.21471806,-25.83061754,6.74,26.76,,F6V,HD 218522,,"rgb(249,243,247)",PM*,1254780,6499
114327,347.31814497,65.21140571,6.67,2.09,,B5,HD 218723,,"rgb(197,215,253)",*,201692,10653
114329,347.3197717,49.65061277,6.75,1.54,,B3IV SB:,HD 218674,,"rgb(197,215,253)",Be*,19851,10695
114336,347.34450307,18.73592162,6.75,4.13,,B9,HD 218624,,"rgb(196,214,253)",*,1460269,10896
114341,347.36165473,-21.1724096,3.68,13.96,,K1III,* c02 Aqr,,"rgb(255,215,178)",PM*,1285053,4304
114347,347.38107089,8.67716066,5.05,4.28,,M4Sv,*  57 Peg,,"rgb(254,203,154)",S*,1420718,3817
