hip,ra,dec,Vmag,plx,period,SpType,main_id,NAME,rgb,otype_txt,oid,temp
114348,347.38528811,29.66963135,6.59,3.78,,K2III,HD 218660,,"rgb(255,217,182)",*,1500464,4398
114365,347.43391109,59.33269206,5.68,1.65,,A5III,*   2 Cas,,"rgb(238,240,255)",*,125568,7367
114366,347.43596045,-28.08857186,5.88,4.76,,K2III,HD 218619,,"rgb(254,210,168)",*,1235818,4101
114367,347.43638636,-67.87628435,6.47,18.93,,F3IV,HD 218497,,"rgb(245,242,252)",PM*,3305903,6912
114371,347.45645832,-14.51055161,6.43,9.45,,A0V,HD 218639,,"rgb(202,218,254)",*,1302795,10002
114373,347.46849507,39.46920753,6.66,10.08,,A2Vm,HD 218725,,"rgb(229,235,255)",*,1553850,7959
114375,347.47874826,-22.45761141,4.71,6.26,,A3IV:,*  89 Aqr,,"rgb(255,239,230)",**,1274959,5692
114377,347.48236148,67.24206511,6.66,6.2,,A0,HD 218829,,"rgb(204,219,254)",*,221649,9870
114378,347.48791968,14.4265508,6.54,38.67,,G0V,HD 218687,,"rgb(254,241,236)",PM*,1447488,5940
114382,347.4890132,-42.86129195,5.83,28.87,,F4IV,HD 218630,,"rgb(249,243,247)",**,1148635,6504
114389,347.50608572,9.82208227,5.39,5.27,,B9III,*  58 Peg,,"rgb(195,213,254)",*,1420688,11061
114404,347.53697246,33.76781819,6.69,5.26,,M3,V* V345 Peg,,"rgb(254,210,169)",LP*,1529118,4110
114406,347.53961752,57.44834044,6.94,5.34,,K2III+...,HD 218803,,"rgb(255,218,183)",**,103253,4413
114407,347.54056645,-40.59154707,5.9,4.08,,M4III,V* DL Gru,,"rgb(253,199,148)",LP*,1168442,3698
114408,347.55140169,-66.85764435,6.47,16.06,,K0IV,HD 218558,,"rgb(255,227,202)",RG*,3306146,4850
114421,347.58974022,-45.24671132,3.88,17.63,,K0III SB,* iot Gru,,"rgb(255,225,197)",SB*,3356820,4747
114428,347.61288493,-60.56439788,6.72,10.79,,A7III,HD 218631,,"rgb(227,234,255)",PM*,3322245,8056
114430,347.61333692,43.54423191,5.91,35.39,,F5IV,* 6 And,,"rgb(248,243,249)",PM*,1586953,6624
114445,347.66508742,-5.96027453,6.96,1.36,,B8,HD 218769,,"rgb(192,212,254)",*,1343305,11539
114449,347.67765316,17.59437171,5.68,6.45,,K4III,HD 218792,,"rgb(254,209,167)",*,1460216,4068
114453,347.69414251,-29.52514316,6.53,7.38,,F0V,HD 218759,,"rgb(235,238,255)",PM*,1235829,7578
114456,347.70865914,45.51227386,6.98,42.65,,K0,HD 218868,,"rgb(255,237,222)",PM*,5175,5436
114485,347.79396147,-63.18998424,7.0,4.32,,K3III,HD 218711,,"rgb(254,209,166)",PM*,11586534,4059
114486,347.79494838,30.04311014,6.9,3.25,,K0III,HD 218880,,"rgb(255,219,186)",*,1500453,4474
114489,347.80864322,5.00432224,6.66,4.94,,M5III:,V* DL Psc,,"rgb(254,205,158)",LP*,1401549,3895
114501,347.84816938,50.7713571,6.81,6.45,,F8,HD 218925,,"rgb(248,243,249)",PM*,42196,6595
114520,347.93412317,8.72011558,5.15,12.89,,A5Vn,*  59 Peg,,"rgb(218,228,255)",*,1420721,8667
114526,347.95496014,26.84730825,6.19,13.48,,G8III-IV,* 60 Peg,,"rgb(255,228,203)",PM*,1489858,4899
114536,347.99819902,-11.93356728,7.0,5.54,,G8III,HD 218928,,"rgb(255,224,194)",**,1312696,4671
114550,348.05220993,-80.91269977,6.43,5.6,,K4III,HD 218559,,"rgb(254,202,153)",*,3291646,3796
114565,348.10422669,36.96779031,6.92,5.3,,K0,HD 219028,,"rgb(255,225,196)",*,1542720,4723
114570,348.13751419,49.40620718,4.53,40.82,,F0V,*   7 And,,"rgb(237,239,255)",PM*,19859,7449
114600,348.24422994,-9.57047391,7.0,4.23,,K0,HD 219052,,"rgb(255,217,183)",*,1324654,4401
114604,348.25638042,42.0621947,6.91,5.06,,A2,HD 219109,,"rgb(230,235,255)",*,1586986,7908
114607,348.26660781,29.44152471,6.34,7.73,,G8III,HD 219110,,"rgb(255,229,205)",*,1500474,4932
114608,348.27091223,8.96344942,6.69,3.39,,M...,V* V346 Peg,,"rgb(253,197,143)",LP*,1420713,3616
114622,348.32073073,57.16835504,5.57,153.24,,K3Vvar,HD 219134,,"rgb(255,225,197)",Er*,103260,4742
114626,348.31378254,-49.61860682,6.8,5.02,,G8/K0III,HD 219023,,"rgb(255,229,205)",**,3338348,4938
114641,348.36042925,11.06500132,5.85,9.72,,G5III:,HD 219139,,"rgb(255,225,197)",*,1430698,4733
114686,348.4973358,19.6338985,6.47,4.1,,K2,HD 219196,,"rgb(255,218,183)",*,1472170,4407
114699,348.52744398,-62.70000367,6.12,34.25,,G5IV,HD 219077,,"rgb(255,235,219)",PM*,3321992,5320
114708,348.53456725,-70.05819086,6.9,18.25,,G5V,HD 219048,,"rgb(255,237,224)",PM*,3305643,5491
114714,348.55993879,50.6178911,6.32,7.94,,A0V,HD 219290,,"rgb(201,217,253)",*,42198,10188
114724,348.58066516,-6.04900282,4.22,14.68,,M2III,* phi Aqr,,"rgb(254,200,149)",SB*,1343310,3727
114725,348.59048688,29.7718315,6.41,8.87,,F6IVw,HD 219291,,"rgb(248,243,249)",*,1500480,6634
114742,348.65204965,24.10289805,6.36,6.47,,K2III,HD 219310,,"rgb(255,217,181)",PM*,1481024,4374
114745,348.65460566,74.23126834,5.89,7.16,,A0V,HD 219485,,"rgb(200,217,253)",*,252460,10251
114750,348.66738718,-10.68871499,6.13,3.9,,K5III,HD 219279,,"rgb(254,202,152)",*,1324697,3787
114775,348.74425044,-41.10539698,5.77,13.95,,K2III,HD 219263,,"rgb(255,217,182)",RG*,1168450,4388
114809,348.845992,25.67224363,6.81,5.58,,G5III,HD 219418,,"rgb(255,232,212)",*,1490098,5134
114810,348.8479449,-56.6918813,6.57,10.8,,F0III,HD 219301,,"rgb(236,238,255)",PM*,3322444,7526
114822,348.89274024,-3.49638036,5.56,14.09,,A3V,HD 219402,,"rgb(208,222,254)",*,1353542,9412
114831,348.90724193,70.88807986,5.55,9.15,0.28,F0IV,V* V388 Cep,,"rgb(233,237,255)",dS*,238914,7705
114834,348.91778275,1.30825283,6.76,22.51,,F5,HD 219420,,"rgb(252,243,242)",SB*,1385158,6225
114842,348.93636314,-29.84755095,6.52,9.68,,K0III,HD 219409,,"rgb(255,222,191)",PM*,1236387,4594
114844,348.94288106,28.2478979,6.51,3.41,,G5III,*  61 Peg,,"rgb(255,233,214)",*,1500749,5183
114855,348.97289447,-9.08773691,4.24,21.97,,K0III,* psi01 Aqr,,"rgb(255,220,187)",PM*,1325078,4499
114863,348.99119882,24.77094499,6.57,23.25,,F5V,HD 219487,,"rgb(246,243,251)",PM*,1481235,6801
114864,348.99302813,-1.42388999,6.93,2.92,,K0,HD 219461,,"rgb(254,211,169)",*,1365730,4119
114868,349.00300073,35.39968638,6.87,13.62,,F0,HD 219512,,"rgb(235,238,255)",PM*,1529371,7538
114899,349.10618918,-55.52692875,6.93,15.81,,F3/F5IV,HD 219458,,"rgb(248,243,249)",PM*,3322620,6644
114904,349.1127135,61.96294793,6.53,1.87,2.39,B0Vn,V* V649 Cas,,"rgb(221,230,255)",EB*,160541,8452
114921,349.16579571,-44.48916572,5.92,11.32,,K1III,HD 219507,,"rgb(255,222,192)",*,3338489,4618
114924,349.17626317,53.21347563,5.58,49.31,,F7V,HD 219623,,"rgb(253,242,241)",PM*,79582,6145
114937,349.20762455,-41.19439528,6.49,6.67,,K0III,HD 219531,,"rgb(255,222,190)",*,11589869,4580
114939,349.21224791,-7.72650369,4.93,5.09,,M3III,* chi Aqr,,"rgb(253,198,144)",LP*,1343508,3631
114948,349.24036261,-62.00119795,5.64,48.6,,F7V,HD 219482,,"rgb(252,243,244)",PM*,3321970,6295
114951,349.2441195,-18.87319698,6.93,3.19,,K2III,HD 219578,,"rgb(254,211,170)",V*,1294226,4130
114952,349.24641975,-7.16077915,6.71,26.37,,F0,HD 219592,,"rgb(246,243,251)",PM*,1343504,6801
114969,349.28648893,-28.43827339,6.24,3.58,,M1/M2III,HD 219580,,"rgb(254,200,148)",PM*,1236379,3711
114971,349.29140788,3.28228889,3.7,24.92,,G7III,* gam Psc,,"rgb(255,229,206)",PM*,1401934,4953
114981,349.31947281,45.16416699,6.44,13.53,,K0IV,HD 219668,,"rgb(255,221,190)",PM*,5493,4565
114984,349.32873798,75.29902523,6.35,5.19,,A2Vs,HD 219841,,"rgb(207,221,254)",*,252913,9552
114996,349.3573889,-58.23573417,3.99,45.4,,F1III,* gam Tuc,,"rgb(246,243,251)",PM*,3322478,6827
114998,349.36820288,-16.17219791,6.72,1.64,,B5II/III,HD 219639,,"rgb(189,210,255)",*,1303018,12235
115011,349.40536672,18.30476832,6.73,6.23,,F0,HD 219675,,"rgb(244,242,252)",SB*,1460525,6923
115015,349.41701297,-11.71294241,6.33,8.37,,A1/A2IV/V,HD 219659,,"rgb(208,222,254)",V*,1312940,9454
115022,349.43602907,49.01529974,4.82,4.98,,M2III,*   8 And,,"rgb(253,195,140)",V*,19882,3557
115029,349.47375559,30.45853383,6.99,4.03,,K2III,HD 219736,,"rgb(255,215,178)",PM*,1500770,4298
115033,349.47589677,-9.18251333,4.41,10.13,,B5Vn,* psi02 Aqr,,"rgb(189,210,255)",Be*,1325122,12370
115036,349.48338028,45.48892393,6.48,5.98,1.62,B9p...,V* ET And,,"rgb(198,215,253)",a2*,5542,10611
115038,349.48578544,-13.79517286,6.59,3.42,,K2/K3IIICNp,HD 219702,,"rgb(254,212,173)",*,1312888,4186
115043,349.50330853,-61.00366389,6.74,6.9,,K1IIICN...,HD 219631,,"rgb(255,220,188)",PM*,3322254,4516
115044,349.50607986,79.87432962,6.98,1.68,,A2,HD 219977,,"rgb(216,227,255)",*,278585,8820
115054,349.54118494,-40.82436098,5.54,28.89,,F5V,* phi Gru,,"rgb(248,243,249)",PM*,1169166,6649
115062,349.58343942,-67.47117711,6.15,5.19,,K2/K3III,HD 219644,,"rgb(254,208,165)",*,3305898,4023
115065,349.59718419,41.77367574,5.98,6.9,3.22,A7m,*   9 And,,"rgb(227,234,255)",EB*,1587198,8048
115077,349.62034567,27.60379521,6.91,6.83,,K0III,HD 219800,,"rgb(255,225,197)",PM*,1490125,4728
115078,349.62355424,-18.84157533,6.75,2.28,,M1III,HD 219758,,"rgb(253,196,140)",V*,1294289,3565
115088,349.6562199,68.11144459,4.75,15.48,,K0III,* omi Cep,,"rgb(255,233,214)",**,221653,5174
115098,349.69187015,-47.43538127,6.59,2.51,,A0V,HD 219761,,"rgb(197,215,253)",*,3338332,10681
115102,349.70600166,-32.53202671,4.41,18.24,,K1III,* gam Scl,,"rgb(255,220,187)",PM*,1222400,4495
115113,349.72846238,-30.55284743,6.94,6.13,,K0III,HD 219804,,"rgb(255,220,188)",*,1222148,4529
115115,349.74031934,-9.61074996,4.99,13.1,,A0V,* psi03 Aqr,,"rgb(199,216,253)",*,1325142,10408
115120,349.76005312,45.13675064,6.51,7.96,,A5Vn,HD 219891,,"rgb(222,231,255)",dS*,5501,8369
115121,349.76372957,-28.38784627,6.49,4.36,,K5III,HD 219823,,"rgb(254,201,150)",*,1236419,3741
115126,349.77778501,-13.45855162,5.2,48.22,,G6/G8IV,*  94 Aqr,,"rgb(255,235,219)",SB*,1312988,5320
115129,349.78598222,-79.47240955,6.34,6.66,,K0III,HD 219572,,"rgb(255,229,206)",*,3291624,4961
115141,349.84905282,62.73977519,6.66,2.4,,K5Ibvar,V* V809 Cas,,"rgb(254,175,97)",LP*,162651,2897
115142,349.84990507,-5.12435206,5.56,28.72,,F3IV,* 96 Aqr,,"rgb(244,242,253)",SB*,1353616,6955
115144,349.8504498,-18.07537644,5.96,2.92,,K2/K3III,HD 219879,,"rgb(254,201,150)",*,1294285,3743
115145,349.85203901,35.82512834,6.74,6.89,,B9,HD 219926,,"rgb(198,215,253)",*,1529402,10502
115148,349.86422434,34.79318346,6.32,4.68,,B8III,HD 219927,,"rgb(196,214,253)",*,1529408,10838
115152,349.87420094,48.62532218,5.44,9.95,,K0III,*  11 And,,"rgb(255,224,196)",PM*,19901,4709
115171,349.92314857,48.38093537,6.29,6.86,,K1III,HD 219962,,"rgb(255,219,185)",PM*,19903,4465
115178,349.92978002,-33.70805181,6.35,5.7,,K2III,HD 219912,,"rgb(254,210,169)",PM*,1207742,4107
115182,349.95027412,7.98209156,6.91,4.89,,K0,HD 219949,,"rgb(255,217,182)",*,1412194,4388
115187,349.95781424,57.24363004,6.89,3.74,,K2,HD 220007,,"rgb(253,191,131)",SB*,103297,3402
115191,349.96841131,42.07804427,5.81,6.01,,M0III,*  10 And,,"rgb(254,202,152)",*,1587271,3775
115197,349.99889532,-47.54014329,6.82,3.51,,K1III,HD 219914,,"rgb(255,213,174)",*,3338333,4222
115198,350.00270078,61.14984651,6.94,2.29,,B2IV,HD 220057,,"rgb(205,220,254)",SB*,127382,9731
115214,350.04844644,23.09115262,6.63,4.37,,K2,HD 219992,,"rgb(254,206,160)",V*,1481281,3934
115218,350.05991175,61.97012887,6.39,3.46,,K1V,HD 220074,,"rgb(253,195,139)",*,162690,3544
115220,350.06603976,-3.91914222,6.64,20.96,,F2,HD 219983,,"rgb(251,243,244)",PM*,1353613,6299
115227,350.08576289,5.38130731,5.05,9.56,,K2III,*   7 Psc,,"rgb(255,215,178)",PM*,1401983,4300
115228,350.08674816,60.27476174,6.62,0.43,,F5II,HD 220102,,"rgb(254,242,237)",SB*,127397,5975
115245,350.14390028,62.21326403,6.41,1.86,,K2III,HD 220130,,"rgb(253,198,144)",*,162691,3642
115249,350.15878608,21.18928795,6.92,7.43,,K2,HD 220043,,"rgb(255,216,179)",*,1472487,4328
115250,350.15934413,23.74033698,4.58,19.5,0.05,A5V,* tau Peg,Salm,"rgb(223,231,255)",dS*,1481283,8321
115257,350.17036405,-5.90797515,6.17,8.14,,K0III,HD 220035,,"rgb(255,221,189)",PM*,1343537,4538
115261,350.18374343,44.11616721,6.25,12.5,,A5Vn,HD 220105,,"rgb(220,229,255)",*,1587242,8554
115271,350.20648672,30.4149211,5.58,7.49,,M0III,*  63 Peg,,"rgb(254,202,153)",SB*,1500771,3792
115272,350.20907979,-50.30655888,6.04,11.09,,Fm...,HD 220003,,"rgb(246,243,251)",SB*,3322840,6760
115280,350.22193691,38.1823262,5.77,23.59,,F5V,*  12 And,,"rgb(249,243,248)",PM*,1542983,6537
115284,350.23314288,-18.54343924,6.99,5.75,,K0/K1III+..,HD 220065,,"rgb(255,229,205)",**,5545164,4938
115288,350.24007913,17.25261682,6.67,15.11,,A9III,HD 220091,,"rgb(239,240,255)",**,1460548,7282
115312,350.31457565,-26.98676884,5.65,9.92,,G5IV,HD 220096,,"rgb(255,234,216)",*,1255060,5229
115316,350.33975621,-4.67276747,6.79,7.07,,A0,HD 220134,,"rgb(218,228,255)",*,1353620,8658
115355,350.47888787,31.81246462,5.35,3.91,,B6III,*  64 Peg,,"rgb(192,212,254)",**,1510577,11589
115360,350.49271501,26.60890151,6.59,15.36,,F5V,HD 220242,,"rgb(245,242,252)",PM*,1490147,6880
115366,350.52086732,28.69480657,6.74,13.45,,F5III,HD 220254,,"rgb(244,242,252)",PM*,1500792,6923
115389,350.61907963,25.91848334,6.38,3.02,,K3III,HD 220288,,"rgb(254,200,149)",*,1490157,3734
115395,350.63555299,60.13348533,5.56,2.2,,K3II,HD 220369,,"rgb(253,195,139)",V*,127426,3542
115404,350.66322094,-15.03933761,5.19,13.75,,A3V,*  97 Aqr,,"rgb(226,233,255)",**,1303054,8139
115407,350.66880092,20.82871627,6.28,6.69,,B9.5V,*  65 Peg,,"rgb(198,215,253)",SB*,1472489,10556
115417,350.70280321,20.55894601,6.62,26.7,,G2V,HD 220334,,"rgb(254,242,237)",**,1472496,5967
115433,350.73656423,-60.05584286,6.08,3.83,,M3III,V* DR Tuc,,"rgb(253,198,145)",LP*,3306645,3644
115438,350.74261152,-20.10058008,3.96,20.14,,K0III,* b01 Aqr,,"rgb(255,221,189)",PM*,1285450,4554
115444,350.7690354,12.31391022,5.09,9.88,,K3III,*  66 Peg,,"rgb(254,210,168)",*,1433108,4094
115462,350.84193692,-55.55340216,6.57,3.97,,K2III,HD 220330,,"rgb(254,212,172)",*,3322700,4177
115476,350.88311152,0.29132502,6.33,2.27,,K2,HD 220406,,"rgb(253,199,146)",PM*,1385219,3672
115484,350.91008933,54.03096709,6.84,3.64,,A2,HD 220485,,"rgb(210,223,255)",*,79118,9235
115495,350.93882824,-8.46011346,6.69,6.25,,K0,HD 220436,,"rgb(255,228,204)",**,1325138,4917
115496,350.93926462,-43.12442945,6.12,2.92,,K3III,HD 220401,,"rgb(254,203,156)",*,1149190,3848
115500,350.94808416,32.5313042,6.7,13.91,,FVw,HD 220460,,"rgb(248,243,249)",SB*,1510572,6614
115503,350.96511585,65.34335253,6.97,10.87,,F2,HD 220550,,"rgb(245,242,252)",PM*,202162,6874
115510,350.97717135,-53.80874001,6.13,6.79,,A4III,V* DQ Gru,,"rgb(232,237,255)",dS*,3322790,7739
115522,351.01658532,-21.77441137,6.46,15.99,,F3IV/V,HD 220466,,"rgb(247,243,250)",PM*,1285516,6709
115528,351.0327497,-18.68800642,6.18,8.89,,K0III,HD 220465,,"rgb(255,224,195)",PM*,1294299,4695
115529,351.03296736,57.53550912,6.79,1.92,,B2V,HD 220562,,"rgb(232,236,255)",**,103303,7767
115530,351.03695066,41.61287361,6.37,2.61,,M0,V* V385 And,,"rgb(253,194,137)",LP*,1554145,3512
115537,351.05525267,-51.89117428,5.75,5.91,,M0III,HD 220440,,"rgb(253,198,144)",V*,3322875,3633
115544,351.06861093,3.71551289,6.62,5.44,,K2III comp,HD 220512,,"rgb(255,218,183)",**,1402011,4405
115547,351.07843424,-72.16519621,6.88,23.86,,G0V,HD 220367,,"rgb(252,243,242)",*,3305693,6208
115549,351.07935855,23.75991195,6.97,4.23,,K0III,HD 220539,,"rgb(255,225,197)",PM*,1481290,4733
115550,351.08633036,86.41778805,6.61,7.35,,F0,V* V377 Cep,,"rgb(253,243,241)",dS*,302524,6170
115567,351.14545574,41.1129055,6.72,1.28,,B8III,HD 220575,,"rgb(202,218,253)",*,1554148,10038
115569,351.14970738,63.85340513,6.75,7.29,,K0,HD 220638,,"rgb(255,221,189)",PM*,162607,4558
115590,351.20942663,62.28280657,4.96,4.23,,M1III,*   4 Cas,,"rgb(253,195,139)",V*,162662,3546
115591,351.2118013,32.38488166,5.56,6.44,,B9III,*  67 Peg,,"rgb(194,213,254)",*,1510616,11168
115620,351.33110675,-56.84898545,5.6,11.42,,K0III,HD 220572,,"rgb(255,222,191)",HB*,3306863,4596
115623,351.34493397,23.40410107,4.42,18.83,,F8IV,* ups Peg,Alkarab,"rgb(254,241,235)",PM*,1481296,5901
115643,351.40042119,52.97946791,6.76,1.74,,M0,V* V387 And,,"rgb(253,198,145)",LP*,42676,3657
115645,351.41156165,68.9560314,6.81,4.02,,K0,HD 220781,,"rgb(255,215,178)",*,221636,4293
115646,351.41440543,24.95373242,6.97,6.52,,A3,HD 220694,,"rgb(230,235,255)",**,1481261,7908
115669,351.51160877,-20.64201427,4.38,10.57,,K4III,* b02 Aqr,,"rgb(254,204,156)",PM*,1285464,3854
115678,351.54927749,70.68548023,6.66,10.02,,A2,HD 220841,,"rgb(236,239,255)",*,238938,7480
115681,351.55134404,-27.4245926,6.58,6.35,,G8III,HD 220717,,"rgb(255,225,197)",PM*,1255070,4742
115691,351.58728202,61.08684924,6.6,0.37,,F0II,HD 220819,,"rgb(240,240,255)",*,126594,7240
115696,351.61384014,40.3865436,6.81,10.01,,G5,HD 220807,,"rgb(255,227,202)",PM*,1554431,4866
115709,351.64781054,-21.74083609,6.43,8.24,,K0III,HD 220766,,"rgb(255,223,194)",PM*,1285817,4657
115713,351.65240096,-52.72160286,5.53,31.28,,F4V,* omi Gru,,"rgb(246,242,251)",PM*,3322890,6832
115724,351.68185711,2.47837251,6.72,6.02,,K0,HD 220796,,"rgb(255,220,187)",*,1385627,4497
115738,351.73314692,1.25560806,4.95,20.12,,A0p,* kap Psc,,"rgb(205,220,254)",a2*,1385640,9697
115742,351.7377505,-15.24772408,6.91,8.46,,A3III,HD 220811,,"rgb(226,233,255)",**,1303270,8155
115746,351.75364161,87.30750398,5.56,10.63,,A7IV,HD 221525,,"rgb(231,236,255)",PM*,317114,7795
115755,351.78083509,42.91201008,5.75,11.09,1.48,B9III,*  13 And,,"rgb(201,217,253)",a2*,1587583,10213
115756,351.78095552,-66.58088591,6.47,3.68,,K4III,HD 220759,,"rgb(254,204,156)",**,3306223,3862
115759,351.78795045,-50.15724408,6.22,6.43,,B9V,HD 220802,,"rgb(194,213,254)",*,11589583,11247
115760,351.78987984,-62.73712638,6.84,3.41,,M0II/III,HD 220780,,"rgb(253,197,142)",V*,3306440,3603
115768,351.81163501,1.12260947,6.26,8.01,,G7III,*   9 Psc,,"rgb(255,224,196)",PM*,1385636,4711
115769,351.81246876,-58.47611022,5.63,10.93,,G8III,HD 220790,,"rgb(255,226,199)",HB*,3306934,4783
115770,351.81928389,70.35978246,5.6,15.81,,A6IV,HD 220974,,"rgb(221,230,255)",PM*,238878,8460
115772,351.8217315,65.62087376,6.84,7.83,,K0,HD 220940,,"rgb(255,224,194)",**,202167,4671
115806,351.91827729,25.16728105,5.99,8.89,,A0MNp...,*  69 Peg,,"rgb(195,213,253)",a2*,1490374,11030
115827,351.985276,-15.29921841,6.73,3.59,,K5III,HD 220935,,"rgb(254,201,152)",*,1303271,3772
115830,351.99206304,6.37899212,4.27,20.54,,K1III,* tet Psc,,"rgb(255,222,191)",PM*,1412682,4598
115833,352.00287522,-35.54448482,6.34,5.06,,K2III,HD 220929,,"rgb(255,215,178)",*,1207923,4306
115836,352.01576252,-87.48221392,5.5,6.24,,K2III,* tau Oct,,"rgb(254,212,171)",*,3290848,4161
115839,352.02164776,-11.44975239,6.37,8.83,,G6/G8III,HD 220957,,"rgb(255,230,207)",PM*,1313410,4991
115856,352.09808089,19.88558102,6.67,8.71,,F0,HD 221011,,"rgb(231,236,255)",*,1472744,7809
115858,352.10511841,-25.42054285,6.9,8.29,0.12,A3,V* BS Scl,,"rgb(221,230,255)",dS*,1255319,8486
115892,352.1945658,-5.38942127,6.99,2.43,,K2,HD 221044,,"rgb(254,202,153)",*,1353984,3790
115899,352.21680492,53.66682378,6.94,5.47,,K0,HD 221124,,"rgb(255,221,190)",PM*,79132,4571
115902,352.24010625,75.22542411,6.65,3.07,,A0,HD 221215,,"rgb(203,218,254)",*,252794,9990
115906,352.2527661,-9.26610405,6.2,1.48,,K0,HD 221081,,"rgb(254,205,158)",PM*,1325687,3889
115907,352.25344182,-44.49806825,6.43,6.12,,K2III,HD 221051,,"rgb(255,216,180)",*,1150264,4354
115908,352.25408607,-63.11065587,5.66,8.58,2.32,Ap Si,V* CG Tuc,,"rgb(189,210,255)",a2*,3306442,12331
115915,352.27365677,23.04808355,6.45,6.27,,G9III,HD 221113,,"rgb(255,221,189)",PM*,1481623,4540
115919,352.28873314,12.76055363,4.54,18.34,,G8III,*  70 Peg,,"rgb(255,228,203)",SB*,1433668,4894
115930,352.32052642,-54.50141172,6.53,5.49,,K0III,HD 221069,,"rgb(255,221,190)",*,11589129,4576
115942,352.35764363,-52.67857728,6.8,7.03,,K0III,HD 221099,,"rgb(255,227,202)",*,11589167,4853
115944,352.36227714,46.46491586,6.88,4.68,,A2,HD 221169,,"rgb(217,228,255)",*,5783,8729
115945,352.36244596,-1.7912129,6.35,3.53,,K0,*  11 Psc,,"rgb(255,219,185)",*,1366332,4461
115951,352.37632315,-1.03590012,6.88,25.33,,G0,*  12 Psc,,"rgb(254,241,235)",*,1366304,5890
115953,352.38367205,-4.53274709,6.26,20.44,,K3IIIvar,HD 221148,,"rgb(255,219,185)",PM*,1354070,4465
115990,352.50808479,58.54892004,4.89,5.67,6.07,B3IV,V* AR Cas,,"rgb(190,211,254)",EB*,103781,11956
115996,352.53089266,49.13314479,6.19,3.81,,K5III,HD 221246,,"rgb(254,203,156)",*,20319,3848
116025,352.64228579,-41.98880048,6.78,7.76,,K2III,HD 221241,,"rgb(255,218,183)",PM*,11589724,4403
116030,352.66483906,38.66225356,6.07,5.25,,G9III,HD 221293,,"rgb(255,225,198)",*,1543257,4762
116060,352.75475551,-6.28808158,6.39,1.34,,K0,HD 221308,,"rgb(254,213,173)",*,1343789,4196
116076,352.82255801,39.23619816,5.22,13.09,,K0III,* 14 And,,"rgb(255,224,194)",PM*,1554417,4674
116085,352.84253657,59.16551688,6.76,59.31,,K2V,HD 221354,,"rgb(255,233,213)",PM*,126809,5165
116097,352.86232903,-44.84357901,6.02,8.79,,K0III,HD 221323,,"rgb(255,224,196)",PM*,3323207,4709
116102,352.87554957,28.66617485,6.53,7.82,,K0III,HD 221364,,"rgb(255,226,199)",*,1501109,4779
116106,352.88126241,-4.08740554,6.5,38.11,,F8V,HD 221356,,"rgb(252,243,243)",PM*,1354068,6251
116118,352.92517184,-21.36945756,6.24,12.49,,F0V,* 100 Aqr,,"rgb(238,240,255)",*,1285854,7343
116119,352.92929024,28.40348878,6.41,6.78,2.86,A1p Sr(CrEu),V* V354 Peg,,"rgb(205,220,254)",a2*,1501079,9708
116127,352.9594474,44.07287474,6.78,2.91,,K2,HD 221422,,"rgb(254,203,155)",SB*,1587599,3834
116131,352.9652373,-41.75238522,6.57,4.65,,K2III,HD 221370,,"rgb(255,214,176)",*,1169518,4266
116141,352.98328965,-25.74414047,6.57,7.67,,K0III,HD 221387,,"rgb(255,225,197)",*,1255376,4733
116146,352.98986,-1.08588504,6.39,4.07,,K1III,*  13 Psc,,"rgb(255,216,180)",*,1366307,4354
116161,353.04819374,65.73915694,6.65,7.54,,F0,HD 221512,,"rgb(229,235,255)",PM*,202175,7937
116163,353.05281044,-11.54455428,6.64,3.41,,K5/M0,HD 221427,,"rgb(253,198,145)",*,1313508,3644
116164,353.05290993,7.08488697,6.8,13.0,,F5,HD 221445,,"rgb(251,243,245)",**,1412747,6366
116181,353.10327479,34.952343,6.66,4.75,,B8V,HD 221491,,"rgb(197,215,253)",*,1529738,10723
116183,353.10787985,-10.99875686,6.78,3.83,,G5,HD 221472,,"rgb(255,229,206)",*,1325612,4969
116187,353.12095837,23.8436094,6.41,4.7,,K5,HD 221493,,"rgb(254,202,153)",*,1481621,3805
116188,353.12194864,72.00093887,6.73,4.15,,A2,HD 221583,,"rgb(215,226,255)",*,239278,8875
116196,353.14580912,53.68637359,6.83,2.4,,K0,HD 221538,,"rgb(255,222,190)",*,79678,4580
116204,353.16926404,-45.12143981,6.9,6.51,,A1V,HD 221473,,"rgb(216,227,255)",*,3323210,8820
116228,353.23534148,46.12368139,6.61,3.59,,M0,V* V390 And,,"rgb(253,195,139)",LP*,5802,3554
116231,353.24274717,-37.81826761,4.38,18.28,,B9.5IVMNpe.,* bet Scl,,"rgb(193,212,254)",PM*,1192698,11489
116247,353.31926464,-20.91450406,4.7,10.18,,A0V,* b03 Aqr,,"rgb(204,219,254)",**,1285850,9882
116250,353.33161416,-77.38532738,5.82,31.49,,G2V,HD 221420,,"rgb(255,239,229)",*,3291931,5667
116265,353.36716718,24.34243652,6.91,6.58,,A5,HD 221605,,"rgb(226,233,255)",PM*,1481613,8163
116264,353.36705724,22.49877472,5.33,5.67,,M5IIIa,*  71 Peg,,"rgb(254,203,154)",LP?,1481554,3822
